MeterNo,SIP End Date and time,V,V,V,A,A,A,kWh Abs,kVArh+ Abs,kVArh- Abs,kVAh Abs,,DataStatus,Units
27299286,06-06-2023 15:00,233.08 V,234.47 V,234.62 V,13.01 A,13.13 A,12.86 A,4.55 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,4.57 kVAh Abs,0.996,1,2
27299286,06-06-2023 15:30,233.24 V,235.48 V,235.42 V,9.07 A,9.2 A,8.92 A,3.17 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,3.2 kVAh Abs,0.991,1,2
27299286,06-06-2023 16:00,232.83 V,234.3 V,234.67 V,8.05 A,8.19 A,7.91 A,2.8 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,2.82 kVAh Abs,0.993,1,2
27299286,06-06-2023 16:30,235.5 V,235.95 V,236.76 V,7.39 A,7.55 A,7.28 A,2.59 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.63 kVAh Abs,0.985,1,2
27299286,06-06-2023 17:00,235.28 V,236.41 V,237.09 V,5.27 A,5.42 A,5.18 A,1.82 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.88 kVAh Abs,0.968,1,2
27299286,06-06-2023 17:30,236.93 V,238.58 V,238.88 V,3.6 A,3.77 A,3.5 A,1.21 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.29 kVAh Abs,0.938,1,2
27299286,06-06-2023 18:00,235.08 V,236.43 V,237.05 V,2.38 A,2.56 A,2.36 A,0.72 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.87 kVAh Abs,0.828,1,2
27299286,06-06-2023 18:30,230.9 V,232.05 V,233.12 V,1.83 A,2.03 A,1.88 A,0.47 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,0.66 kVAh Abs,0.712,1,2
27299286,06-06-2023 19:00,230.83 V,232.71 V,233.76 V,1.22 A,1.42 A,1.38 A,0.06 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.47 kVAh Abs,0.128,1,2
27299286,06-06-2023 19:30,230.81 V,233.12 V,233.75 V,1.23 A,1.41 A,1.37 A,0.03 kWh Abs,0.11 kVArh+ Abs,0.35 kVArh- Abs,0.09 kVAh Abs,-0.333,1,2
27299286,06-06-2023 20:00,230.19 V,232.19 V,232.86 V,0.46 A,0.51 A,0.5 A,0.02 kWh Abs,0 kVArh+ Abs,0.18 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,06-06-2023 20:30,231.2 V,232.77 V,234.17 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,06-06-2023 21:00,231.95 V,233.61 V,235.11 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,06-06-2023 21:30,232.52 V,233.61 V,234.81 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,06-06-2023 22:00,231.55 V,233.25 V,233.79 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,06-06-2023 22:30,230.51 V,232.48 V,232.89 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,06-06-2023 23:00,228.66 V,230.63 V,231.76 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,06-06-2023 23:30,228.42 V,231.04 V,232.05 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 00:00,228.67 V,231.38 V,232.19 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 00:30,229.28 V,231.25 V,232.42 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 01:00,229.73 V,232.07 V,233.34 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 01:30,230.17 V,232.51 V,233.97 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 02:00,231.14 V,233.58 V,235.21 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 02:30,232.65 V,234.7 V,236.12 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 03:00,233.15 V,235.65 V,236.92 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 03:30,233.6 V,236.62 V,237.93 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 04:00,234.55 V,237.9 V,238.78 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 04:30,235.52 V,238.4 V,239.33 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 05:00,236.16 V,238.35 V,239.44 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 05:30,236.95 V,239.77 V,240.54 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 06:00,237.33 V,239.79 V,240.59 V,1.19 A,1.37 A,1.31 A,0.05 kWh Abs,0.36 kVArh+ Abs,0.1 kVArh- Abs,0.28 kVAh Abs,0.179,1,2
27299286,07-06-2023 06:30,237.83 V,240.06 V,240.76 V,1.46 A,1.7 A,1.56 A,0.28 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.57 kVAh Abs,0.491,1,2
27299286,07-06-2023 07:00,237.71 V,239.5 V,240.84 V,2:00 AM,2.23 A,2.02 A,0.58 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.75 kVAh Abs,0.773,1,2
27299286,07-06-2023 07:30,236.48 V,239.05 V,239.49 V,2.77 A,2.94 A,2.69 A,0.88 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1 kVAh Abs,0.88,1,2
27299286,07-06-2023 08:00,235.09 V,237.49 V,237.25 V,3.77 A,3.92 A,3.64 A,1.27 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.34 kVAh Abs,0.948,1,2
27299286,07-06-2023 08:30,234.13 V,235.8 V,235.58 V,4.91 A,5.02 A,4.78 A,1.67 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.73 kVAh Abs,0.965,1,2
27299286,07-06-2023 09:00,230.72 V,232.37 V,232.61 V,6.16 A,6.26 A,6.03 A,2.1 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.15 kVAh Abs,0.977,1,2
27299286,07-06-2023 09:30,229.09 V,230.15 V,230.96 V,10.27 A,10.37 A,10.12 A,3.52 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,3.54 kVAh Abs,0.994,1,2
27299286,07-06-2023 10:00,227.57 V,228.37 V,229.03 V,14.01 A,14.13 A,13.89 A,4.79 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,4.8 kVAh Abs,0.998,1,2
27299286,07-06-2023 10:30,233.07 V,234.48 V,234.72 V,16.94 A,17.06 A,16.78 A,5.94 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,5.95 kVAh Abs,0.998,1,2
27299286,07-06-2023 11:00,234.11 V,235.17 V,236.27 V,20.23 A,20.38 A,20.07 A,7.13 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.13 kVAh Abs,1,1,2
27299286,07-06-2023 11:30,235.58 V,235.66 V,236.85 V,21.78 A,21.94 A,21.62 A,7.71 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.72 kVAh Abs,0.999,1,2
27299286,07-06-2023 12:00,235.08 V,235.46 V,236.18 V,22.82 A,22.97 A,22.64 A,8.05 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,8.06 kVAh Abs,0.999,1,2
27299286,07-06-2023 12:30,237.29 V,238.2 V,238.77 V,22.74 A,22.88 A,22.55 A,8.12 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,8.12 kVAh Abs,1,1,2
27299286,07-06-2023 13:00,237.31 V,237.3 V,238.25 V,22.32 A,22.48 A,22.16 A,7.94 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.95 kVAh Abs,0.999,1,2
27299286,07-06-2023 13:30,239.03 V,239.55 V,240.49 V,21.58 A,21.75 A,21.41 A,7.76 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.77 kVAh Abs,0.999,1,2
27299286,07-06-2023 14:00,238.68 V,238.85 V,240.08 V,20.83 A,20.99 A,20.67 A,7.47 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.47 kVAh Abs,1,1,2
27299286,07-06-2023 14:30,236.39 V,236.53 V,237.63 V,19.42 A,19.57 A,19.27 A,6.9 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.91 kVAh Abs,0.999,1,2
27299286,07-06-2023 15:00,235.89 V,235.5 V,236.98 V,17.08 A,17.22 A,16.95 A,6.04 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.05 kVAh Abs,0.998,1,2
27299286,07-06-2023 15:30,236.14 V,235.59 V,237.51 V,13.99 A,14.13 A,13.86 A,4.95 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,4.96 kVAh Abs,0.998,1,2
27299286,07-06-2023 16:00,235.46 V,234.96 V,236.55 V,11.11 A,11.22 A,10.97 A,3.91 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.93 kVAh Abs,0.995,1,2
27299286,07-06-2023 16:30,236.14 V,236.32 V,237.82 V,9.15 A,9.25 A,9:00 AM,3.22 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.25 kVAh Abs,0.991,1,2
27299286,07-06-2023 17:00,235.48 V,236.15 V,236.98 V,7.11 A,7.2 A,6.96 A,2.48 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.51 kVAh Abs,0.988,1,2
27299286,07-06-2023 17:30,237.34 V,237.75 V,238.51 V,4.16 A,4.29 A,4.05 A,1.41 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.49 kVAh Abs,0.946,1,2
27299286,07-06-2023 18:00,236.93 V,237.88 V,238.92 V,2.67 A,2.82 A,2.61 A,0.85 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.96 kVAh Abs,0.885,1,2
27299286,07-06-2023 18:30,237.3 V,238.37 V,239.35 V,1.71 A,1.9 A,1.75 A,0.42 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.65 kVAh Abs,0.646,1,2
27299286,07-06-2023 19:00,236.92 V,238.45 V,238.84 V,1.37 A,1.54 A,1.46 A,0.19 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.365,1,2
27299286,07-06-2023 19:30,235.97 V,237.92 V,238.17 V,1.25 A,1.42 A,1.41 A,0.03 kWh Abs,0.24 kVArh+ Abs,0.24 kVArh- Abs,0.18 kVAh Abs,0.167,1,2
27299286,07-06-2023 20:00,233.53 V,235.38 V,235.82 V,0.63 A,0.71 A,0.69 A,0.03 kWh Abs,0 kVArh+ Abs,0.24 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,07-06-2023 20:30,233.95 V,235.67 V,236.37 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 21:00,233.23 V,235.7 V,236.11 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 21:30,233.02 V,235.45 V,235.9 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 22:00,232.21 V,234.19 V,234.86 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 22:30,231.09 V,233.12 V,233.98 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,07-06-2023 23:00,230.17 V,232.26 V,233.46 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,07-06-2023 23:30,229.21 V,232.43 V,233.66 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 00:00,229.62 V,232.96 V,234.33 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 00:30,229.93 V,234.33 V,235.59 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 01:00,231.44 V,235.53 V,236.77 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 01:30,234.04 V,238.07 V,239.62 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 02:00,234.87 V,239.83 V,240.88 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 02:30,235.47 V,240.08 V,241.24 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 03:00,232.83 V,236.42 V,237.51 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 03:30,232.05 V,236.21 V,236.93 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 04:00,232.96 V,236.82 V,237.79 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 04:30,233.68 V,237.16 V,238.57 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 05:00,234.03 V,237.68 V,238.9 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 05:30,235.45 V,238.42 V,239.47 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 06:00,235.77 V,237.78 V,238.78 V,1.19 A,1.37 A,1.3 A,0.06 kWh Abs,0.4 kVArh+ Abs,0.05 kVArh- Abs,0.31 kVAh Abs,0.194,1,2
27299286,08-06-2023 06:30,236.1 V,238.44 V,239.11 V,1.48 A,1.71 A,1.57 A,0.29 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.57 kVAh Abs,0.509,1,2
27299286,08-06-2023 07:00,235.31 V,238.76 V,238.92 V,1.95 A,2.19 A,1.97 A,0.55 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.73 kVAh Abs,0.753,1,2
27299286,08-06-2023 07:30,235.45 V,238.52 V,238.67 V,2.61 A,2.79 A,2.54 A,0.82 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.94 kVAh Abs,0.872,1,2
27299286,08-06-2023 08:00,234.18 V,237.1 V,237.08 V,3.46 A,3.63 A,3.35 A,1.15 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.23 kVAh Abs,0.935,1,2
27299286,08-06-2023 08:30,232.74 V,235.17 V,235.4 V,4.57 A,4.69 A,4.43 A,1.54 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.61 kVAh Abs,0.957,1,2
27299286,08-06-2023 09:00,229.83 V,232.45 V,232.89 V,5.77 A,5.91 A,5.65 A,1.97 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.01 kVAh Abs,0.98,1,2
27299286,08-06-2023 09:30,229.38 V,230.72 V,232.21 V,10.2 A,10.31 A,10.06 A,3.51 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,3.53 kVAh Abs,0.994,1,2
27299286,08-06-2023 10:00,231.15 V,232.73 V,233.18 V,13.63 A,13.74 A,13.48 A,4.73 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,4.75 kVAh Abs,0.996,1,2
27299286,08-06-2023 10:30,231.43 V,233.15 V,233.85 V,16.74 A,16.82 A,16.56 A,5.83 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,5.83 kVAh Abs,1,1,2
27299286,08-06-2023 11:00,232.97 V,234.29 V,235.31 V,18.94 A,19.04 A,18.75 A,6.64 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.65 kVAh Abs,0.998,1,2
27299286,08-06-2023 11:30,233.52 V,234.15 V,235.51 V,21.51 A,21.64 A,21.34 A,7.55 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.56 kVAh Abs,0.999,1,2
27299286,08-06-2023 12:00,231.53 V,232.81 V,233.73 V,22.32 A,22.45 A,22.14 A,7.78 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,7.79 kVAh Abs,0.999,1,2
27299286,08-06-2023 12:30,234.16 V,235.2 V,236.13 V,22.22 A,22.35 A,22.04 A,7.83 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.83 kVAh Abs,1,1,2
27299286,08-06-2023 13:00,234.22 V,235.02 V,236.3 V,21.91 A,22.05 A,21.73 A,7.72 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.73 kVAh Abs,0.999,1,2
27299286,08-06-2023 13:30,237.03 V,237.06 V,238.72 V,20.57 A,20.73 A,20.43 A,7.33 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,7.33 kVAh Abs,1,1,2
27299286,08-06-2023 14:00,236.15 V,235.54 V,237.74 V,19.79 A,19.98 A,19.67 A,7.02 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,7.04 kVAh Abs,0.997,1,2
27299286,08-06-2023 14:30,233.66 V,233.77 V,235.31 V,18.86 A,19 A,18.72 A,6.62 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.62 kVAh Abs,1,1,2
27299286,08-06-2023 15:00,232.15 V,232.88 V,233.93 V,16.39 A,16.5 A,16.25 A,5.72 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,5.73 kVAh Abs,0.998,1,2
27299286,08-06-2023 15:30,234.12 V,233.9 V,235.3 V,13.88 A,13.99 A,13.75 A,4.87 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,4.88 kVAh Abs,0.998,1,2
27299286,08-06-2023 16:00,232.96 V,232.76 V,234.43 V,10.94 A,11.05 A,10.81 A,3.81 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.83 kVAh Abs,0.995,1,2
27299286,08-06-2023 16:30,234.85 V,235.73 V,236.57 V,8.88 A,8.98 A,8.72 A,3.1 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.14 kVAh Abs,0.987,1,2
27299286,08-06-2023 17:00,235.27 V,236.59 V,236.14 V,6.96 A,7.05 A,6.8 A,2.43 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.46 kVAh Abs,0.988,1,2
27299286,08-06-2023 17:30,235.86 V,237.72 V,237.78 V,4.15 A,4.27 A,4.01 A,1.4 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.47 kVAh Abs,0.952,1,2
27299286,08-06-2023 18:00,234.55 V,237.42 V,237.54 V,2.69 A,2.84 A,2.61 A,0.85 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.97 kVAh Abs,0.876,1,2
27299286,08-06-2023 18:30,236.44 V,239.21 V,239.24 V,1.75 A,1.96 A,1.78 A,0.44 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.65 kVAh Abs,0.677,1,2
27299286,08-06-2023 19:00,237.25 V,239.1 V,239.42 V,1.36 A,1.55 A,1.45 A,0.19 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.53 kVAh Abs,0.358,1,2
27299286,08-06-2023 19:30,235.73 V,237.47 V,237.83 V,1.25 A,1.41 A,1.37 A,0.03 kWh Abs,0.24 kVArh+ Abs,0.25 kVArh- Abs,0.18 kVAh Abs,-0.167,1,2
27299286,08-06-2023 20:00,235.32 V,236.1 V,237.01 V,0.64 A,0.71 A,0.69 A,0.03 kWh Abs,0 kVArh+ Abs,0.24 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,08-06-2023 20:30,235.87 V,236.61 V,237.7 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 21:00,234.57 V,236.67 V,237.67 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 21:30,233.79 V,235.66 V,236.32 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 22:00,233.03 V,234.65 V,235.12 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 22:30,231.59 V,233.62 V,234.16 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,08-06-2023 23:00,231.21 V,233.5 V,234.23 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,08-06-2023 23:30,230.79 V,233.6 V,234.35 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 00:00,231.75 V,234.61 V,235.85 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 00:30,232.11 V,234.56 V,236.17 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 01:00,232.16 V,234.97 V,236.48 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 01:30,233.63 V,236.72 V,238.11 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 02:00,234.96 V,238.38 V,239.32 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 02:30,235.26 V,238.16 V,239.51 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 03:00,231.39 V,233.87 V,235.56 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 03:30,232.81 V,235.03 V,236.29 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 04:00,233.97 V,236.2 V,237.02 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 04:30,234.01 V,236.73 V,237.49 V,0.13 A,0.13 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 05:00,234.27 V,237.32 V,237.83 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 05:30,234.89 V,237.98 V,238.35 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 06:00,235.32 V,238.24 V,238.73 V,1.22 A,1.39 A,1.34 A,0.07 kWh Abs,0.37 kVArh+ Abs,0.1 kVArh- Abs,0.3 kVAh Abs,0.233,1,2
27299286,09-06-2023 06:30,235.97 V,238.52 V,239.6 V,1.49 A,1.72 A,1.59 A,0.3 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.58 kVAh Abs,0.517,1,2
27299286,09-06-2023 07:00,235.41 V,238.43 V,239.14 V,1.99 A,2.21 A,2:00 AM,0.56 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.74 kVAh Abs,0.757,1,2
27299286,09-06-2023 07:30,235.16 V,237.82 V,238.03 V,2.66 A,2.82 A,2.59 A,0.84 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.95 kVAh Abs,0.884,1,2
27299286,09-06-2023 08:00,233.58 V,236.65 V,236.46 V,3.54 A,3.69 A,3.41 A,1.17 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.26 kVAh Abs,0.929,1,2
