MeterNo,SIP End Date and time,V,V,V,A,A,A,kWh Abs,kVArh+ Abs,kVArh- Abs,kVAh Abs,,DataStatus,Units
27299286,09-06-2023 08:30,232.25 V,234.57 V,235.22 V,4.59 A,4.72 A,4.46 A,1.55 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.61 kVAh Abs,0.963,1,2
27299286,09-06-2023 09:00,229.05 V,231.1 V,231.83 V,5.8 A,5.94 A,5.67 A,1.97 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,2.01 kVAh Abs,0.98,1,2
27299286,09-06-2023 09:30,229.39 V,231.11 V,232.1 V,10.29 A,10.39 A,10.13 A,3.54 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.56 kVAh Abs,0.994,1,2
27299286,09-06-2023 10:00,229.9 V,232.92 V,233.33 V,14.51 A,14.62 A,14.33 A,5.03 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,5.05 kVAh Abs,0.996,1,2
27299286,09-06-2023 10:30,231.07 V,233.23 V,233.78 V,18.36 A,18.46 A,18.18 A,6.4 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.4 kVAh Abs,1,1,2
27299286,09-06-2023 11:00,231.11 V,232.92 V,234.4 V,20.02 A,20.15 A,19.84 A,6.98 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,6.99 kVAh Abs,0.999,1,2
27299286,09-06-2023 11:30,231.32 V,232.36 V,233.35 V,21.35 A,21.49 A,21.19 A,7.43 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.44 kVAh Abs,0.999,1,2
27299286,09-06-2023 12:00,230.32 V,231.65 V,233.11 V,22.31 A,22.46 A,22.14 A,7.75 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,7.75 kVAh Abs,1,1,2
27299286,09-06-2023 12:30,232.29 V,232.89 V,234.44 V,21.78 A,21.94 A,21.63 A,7.62 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.62 kVAh Abs,1,1,2
27299286,09-06-2023 13:00,231.46 V,233.21 V,234.05 V,21.84 A,21.99 A,21.67 A,7.62 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.63 kVAh Abs,0.999,1,2
27299286,09-06-2023 13:30,234.75 V,235.86 V,236.95 V,20.21 A,20.38 A,20.06 A,7.14 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.15 kVAh Abs,0.999,1,2
27299286,09-06-2023 14:00,233.49 V,234.08 V,235.58 V,18.85 A,19.02 A,18.7 A,6.63 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.64 kVAh Abs,0.998,1,2
27299286,09-06-2023 14:30,230.31 V,230.47 V,232.49 V,17.38 A,17.54 A,17.24 A,6.02 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.04 kVAh Abs,0.997,1,2
27299286,09-06-2023 15:00,230.77 V,230.62 V,232.78 V,16.95 A,17.11 A,16.84 A,5.88 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,5.88 kVAh Abs,1,1,2
27299286,09-06-2023 15:30,232.81 V,233 V,234.62 V,13.33 A,13.46 A,13.2 A,4.66 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,4.67 kVAh Abs,0.998,1,2
27299286,09-06-2023 16:00,233.41 V,233.11 V,234.36 V,9.22 A,9.35 A,9.1 A,3.21 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,3.24 kVAh Abs,0.991,1,2
27299286,09-06-2023 16:30,234.74 V,235.42 V,236.07 V,6.44 A,6.58 A,6.33 A,2.23 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.28 kVAh Abs,0.978,1,2
27299286,09-06-2023 17:00,233.34 V,234.23 V,235.05 V,5.05 A,5.2 A,4.95 A,1.73 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.78 kVAh Abs,0.972,1,2
27299286,09-06-2023 17:30,233.82 V,234.72 V,236.2 V,4.15 A,4.31 A,4.08 A,1.4 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.48 kVAh Abs,0.946,1,2
27299286,09-06-2023 18:00,236.19 V,236.69 V,238.03 V,2.29 A,2.46 A,2.3 A,0.66 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.84 kVAh Abs,0.786,1,2
27299286,09-06-2023 18:30,236.45 V,237.07 V,238.64 V,1.35 A,1.53 A,1.46 A,0.2 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.385,1,2
27299286,09-06-2023 19:00,238.07 V,239.33 V,240.72 V,1.31 A,1.49 A,1.44 A,0.12 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.47 kVAh Abs,0.255,1,2
27299286,09-06-2023 19:30,231.67 V,232.54 V,234 V,1.19 A,1.37 A,1.36 A,0.02 kWh Abs,0.21 kVArh+ Abs,0.25 kVArh- Abs,0.13 kVAh Abs,-0.154,1,2
27299286,09-06-2023 20:00,230.82 V,231.99 V,233.61 V,0.56 A,0.63 A,0.64 A,0.02 kWh Abs,0 kVArh+ Abs,0.21 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,09-06-2023 20:30,231.83 V,232.82 V,234.61 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 21:00,231.56 V,233.36 V,234.52 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 21:30,231.6 V,233.58 V,234.84 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 22:00,230.83 V,231.65 V,233.02 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 22:30,227.42 V,230.24 V,231.17 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,09-06-2023 23:00,226.14 V,228.97 V,230.42 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,09-06-2023 23:30,226.29 V,229.13 V,231.08 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 00:00,226.05 V,228.75 V,230.91 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 00:30,225.91 V,229.17 V,230.56 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 01:00,226.2 V,230.15 V,231.5 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 01:30,227.71 V,231.35 V,232.66 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 02:00,229.4 V,232.7 V,234.05 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 02:30,230.46 V,233.41 V,234.99 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 03:00,231.49 V,234.52 V,235.81 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 03:30,231.14 V,234.31 V,235.28 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 04:00,230.85 V,234.57 V,235.39 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 04:30,231.37 V,235.04 V,236.03 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 05:00,231.79 V,235.5 V,236.32 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 05:30,233.94 V,236.3 V,237.61 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 06:00,235.34 V,237.1 V,238.38 V,1.19 A,1.33 A,1.27 A,0.05 kWh Abs,0.34 kVArh+ Abs,0.12 kVArh- Abs,0.27 kVAh Abs,0.185,1,2
27299286,10-06-2023 06:30,235.9 V,237.8 V,239.04 V,1.44 A,1.69 A,1.53 A,0.27 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.56 kVAh Abs,0.482,1,2
27299286,10-06-2023 07:00,235.92 V,238.39 V,239.21 V,2.02 A,2.22 A,2:00 AM,0.57 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.74 kVAh Abs,0.77,1,2
27299286,10-06-2023 07:30,236.61 V,239.04 V,238.95 V,2.77 A,2.87 A,2.67 A,0.88 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.99 kVAh Abs,0.889,1,2
27299286,10-06-2023 08:00,236.48 V,238.89 V,237.86 V,3.61 A,3.69 A,3.48 A,1.2 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.29 kVAh Abs,0.93,1,2
27299286,10-06-2023 08:30,235.59 V,238.04 V,237.53 V,4.71 A,4.79 A,4.6 A,1.61 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.67 kVAh Abs,0.964,1,2
27299286,10-06-2023 09:00,233.43 V,235.16 V,235.31 V,6.15 A,6.25 A,6.08 A,2.13 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.17 kVAh Abs,0.982,1,2
27299286,10-06-2023 09:30,231.29 V,233.35 V,233.44 V,9.93 A,10.04 A,9.84 A,3.44 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.47 kVAh Abs,0.991,1,2
27299286,10-06-2023 10:00,230.64 V,231.77 V,232 V,14.07 A,14.18 A,13.96 A,4.88 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,4.89 kVAh Abs,0.998,1,2
27299286,10-06-2023 10:30,229.08 V,230.36 V,230.77 V,17.63 A,17.75 A,17.52 A,6.08 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,6.09 kVAh Abs,0.998,1,2
27299286,10-06-2023 11:00,231.73 V,232 V,232.4 V,19.57 A,19.72 A,19.48 A,6.82 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,6.82 kVAh Abs,1,1,2
27299286,10-06-2023 11:30,233.2 V,231.9 V,233.11 V,21.14 A,21.32 A,21.06 A,7.38 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,7.39 kVAh Abs,0.999,1,2
27299286,10-06-2023 12:00,232.28 V,231.8 V,233.47 V,22.08 A,22.26 A,21.96 A,7.71 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,7.71 kVAh Abs,1,1,2
27299286,10-06-2023 12:30,232.81 V,232.31 V,233.9 V,22.19 A,22.35 A,22.08 A,7.76 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,7.77 kVAh Abs,0.999,1,2
27299286,10-06-2023 13:00,234.45 V,234.13 V,235.48 V,21.15 A,21.31 A,21.04 A,7.45 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,7.45 kVAh Abs,1,1,2
27299286,10-06-2023 13:30,235.87 V,236.37 V,237.51 V,19.07 A,19.23 A,18.94 A,6.76 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.78 kVAh Abs,0.997,1,2
27299286,10-06-2023 14:00,235.22 V,234.99 V,237.06 V,17.37 A,17.54 A,17.27 A,6.15 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.16 kVAh Abs,0.998,1,2
27299286,10-06-2023 14:30,232.72 V,233.03 V,234.89 V,11.54 A,11.69 A,11.46 A,4.04 kWh Abs,0.37 kVArh+ Abs,0 kVArh- Abs,4.06 kVAh Abs,0.995,1,2
27299286,10-06-2023 15:00,232.77 V,232.13 V,233.88 V,13.84 A,13.98 A,13.76 A,4.83 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,4.85 kVAh Abs,0.996,1,2
27299286,10-06-2023 15:30,233.74 V,233.03 V,235.53 V,12.83 A,12.98 A,12.74 A,4.5 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,4.52 kVAh Abs,0.996,1,2
27299286,10-06-2023 16:00,234.77 V,235.22 V,237.42 V,11.31 A,11.46 A,11.2 A,3.99 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,4 kVAh Abs,0.998,1,2
27299286,10-06-2023 16:30,237.14 V,237.76 V,239.24 V,8.94 A,9.07 A,8.84 A,3.17 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,3.2 kVAh Abs,0.991,1,2
27299286,10-06-2023 17:00,238.09 V,238.77 V,240.05 V,6.17 A,6.27 A,6.08 A,2.17 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.22 kVAh Abs,0.977,1,2
27299286,10-06-2023 17:30,239.75 V,239.84 V,241.04 V,3.97 A,4.07 A,3.92 A,1.37 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.44 kVAh Abs,0.951,1,2
27299286,10-06-2023 18:00,237.43 V,238.66 V,239.06 V,2.59 A,2.73 A,2.56 A,0.79 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.94 kVAh Abs,0.84,1,2
27299286,10-06-2023 18:30,237.77 V,238.7 V,239.25 V,1.45 A,1.65 A,1.51 A,0.27 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.55 kVAh Abs,0.491,1,2
27299286,10-06-2023 19:00,238.31 V,239.62 V,240.1 V,1.29 A,1.51 A,1.4 A,0.11 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.51 kVAh Abs,0.216,1,2
27299286,10-06-2023 19:30,237.27 V,239.21 V,239.39 V,1.27 A,1.43 A,1.38 A,0.03 kWh Abs,0.21 kVArh+ Abs,0.28 kVArh- Abs,0.15 kVAh Abs,-0.2,1,2
27299286,10-06-2023 20:00,234.89 V,237.08 V,237.43 V,0.57 A,0.61 A,0.6 A,0.02 kWh Abs,0 kVArh+ Abs,0.21 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,10-06-2023 20:30,236.84 V,237.86 V,238.35 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 21:00,237.17 V,238.16 V,239.05 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 21:30,236.31 V,237.2 V,237.82 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 22:00,235.28 V,236.29 V,236.27 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 22:30,233.36 V,234.79 V,234.87 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,10-06-2023 23:00,230.92 V,233.8 V,233.71 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,10-06-2023 23:30,230.61 V,233.6 V,233.68 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 00:00,232.5 V,234.2 V,235.45 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 00:30,234.47 V,235.7 V,237.26 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 01:00,235.37 V,236.83 V,238.47 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 01:30,236.25 V,238.31 V,239.63 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 02:00,233.84 V,236.57 V,238.27 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 02:30,228.59 V,231.97 V,233.62 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 03:00,230.29 V,233.4 V,234.8 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 03:30,231.56 V,234.44 V,236 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 04:00,232.92 V,236.04 V,237.6 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 04:30,233.35 V,236.63 V,237.96 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 05:00,234.05 V,237.13 V,238.12 V,0.13 A,0.12 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 05:30,235.03 V,238.06 V,238.77 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 06:00,236.01 V,238.63 V,239.6 V,1.03 A,1.14 A,1.12 A,0.01 kWh Abs,0.24 kVArh+ Abs,0.15 kVArh- Abs,0.09 kVAh Abs,0.111,1,2
27299286,11-06-2023 06:30,236.57 V,238.85 V,239.77 V,1.37 A,1.61 A,1.49 A,0.2 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.54 kVAh Abs,0.37,1,2
27299286,11-06-2023 07:00,237.06 V,238.62 V,239.81 V,2.09 A,2.29 A,2.07 A,0.6 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.77 kVAh Abs,0.779,1,2
27299286,11-06-2023 07:30,236.97 V,239.33 V,239.63 V,3.11 A,3.23 A,3.01 A,1.02 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.11 kVAh Abs,0.919,1,2
27299286,11-06-2023 08:00,236.63 V,239.14 V,239.75 V,4.01 A,4.12 A,3.89 A,1.36 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.44 kVAh Abs,0.944,1,2
27299286,11-06-2023 08:30,237.09 V,239.05 V,240.1 V,4.97 A,5.07 A,4.86 A,1.72 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.78 kVAh Abs,0.966,1,2
27299286,11-06-2023 09:00,235.97 V,237.7 V,238.55 V,6.53 A,6.66 A,6.45 A,2.29 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.33 kVAh Abs,0.983,1,2
27299286,11-06-2023 09:30,234.94 V,236.73 V,236.57 V,10.43 A,10.54 A,10.34 A,3.68 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.7 kVAh Abs,0.995,1,2
27299286,11-06-2023 10:00,234.1 V,235.26 V,235.23 V,14.37 A,14.45 A,14.26 A,5.05 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,5.07 kVAh Abs,0.996,1,2
27299286,11-06-2023 10:30,235.29 V,235.7 V,236.38 V,18.94 A,19.03 A,18.83 A,6.69 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,6.7 kVAh Abs,0.999,1,2
27299286,11-06-2023 11:00,233.98 V,234.5 V,235.79 V,20.78 A,20.88 A,20.64 A,7.31 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.31 kVAh Abs,1,1,2
27299286,11-06-2023 11:30,234.34 V,234.05 V,235.46 V,22.42 A,22.55 A,22.3 A,7.89 kWh Abs,0.27 kVArh+ Abs,0 kVArh- Abs,7.9 kVAh Abs,0.999,1,2
27299286,11-06-2023 12:00,234.14 V,234.97 V,235.58 V,23.37 A,23.48 A,23.23 A,8.24 kWh Abs,0.27 kVArh+ Abs,0 kVArh- Abs,8.23 kVAh Abs,1,1,2
27299286,11-06-2023 12:30,235.51 V,236.15 V,235.28 V,23.02 A,23.13 A,22.9 A,8.13 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,8.14 kVAh Abs,0.999,1,2
27299286,11-06-2023 13:00,234.84 V,235.53 V,236.6 V,22.32 A,22.46 A,22.18 A,7.89 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,7.9 kVAh Abs,0.999,1,2
27299286,11-06-2023 13:30,234.88 V,236.03 V,236.81 V,21.51 A,21.63 A,21.37 A,7.6 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.61 kVAh Abs,0.999,1,2
27299286,11-06-2023 14:00,235.92 V,236.88 V,237.38 V,19.89 A,20.02 A,19.77 A,7.07 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.07 kVAh Abs,1,1,2
27299286,11-06-2023 14:30,235.3 V,235.91 V,237.19 V,18.61 A,18.73 A,18.49 A,6.58 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.59 kVAh Abs,0.998,1,2
27299286,11-06-2023 15:00,235.01 V,235.23 V,236.48 V,16.33 A,16.44 A,16.24 A,5.77 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,5.78 kVAh Abs,0.998,1,2
27299286,11-06-2023 15:30,233.89 V,234.59 V,235.67 V,13.46 A,13.55 A,13.34 A,4.73 kWh Abs,0.35 kVArh+ Abs,0 kVArh- Abs,4.74 kVAh Abs,0.998,1,2
27299286,11-06-2023 16:00,233.46 V,235.29 V,235.58 V,10.57 A,10.64 A,10.45 A,3.7 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.72 kVAh Abs,0.995,1,2
27299286,11-06-2023 16:30,234.6 V,236.36 V,237.44 V,8.97 A,9.04 A,8.85 A,3.15 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.17 kVAh Abs,0.994,1,2
27299286,11-06-2023 17:00,234.45 V,236.37 V,237.43 V,6.8 A,6.86 A,6.67 A,2.36 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.41 kVAh Abs,0.979,1,2
27299286,11-06-2023 17:30,235.47 V,236.71 V,237.53 V,4.46 A,4.54 A,4.35 A,1.52 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.58 kVAh Abs,0.962,1,2
27299286,11-06-2023 18:00,236.06 V,237.83 V,238.28 V,2.91 A,3.03 A,2.82 A,0.94 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.04 kVAh Abs,0.904,1,2
27299286,11-06-2023 18:30,236.72 V,238.58 V,238.83 V,1.89 A,2.07 A,1.87 A,0.51 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.7 kVAh Abs,0.729,1,2
27299286,11-06-2023 19:00,236.32 V,239.3 V,238.99 V,1.36 A,1.62 A,1.46 A,0.21 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.53 kVAh Abs,0.396,1,2
27299286,11-06-2023 19:30,233.88 V,237.91 V,237.26 V,1.25 A,1.43 A,1.38 A,0.03 kWh Abs,0.24 kVArh+ Abs,0.24 kVArh- Abs,0.19 kVAh Abs,0.158,1,2
27299286,11-06-2023 20:00,232.92 V,235.65 V,235.83 V,0.69 A,0.75 A,0.74 A,0.03 kWh Abs,0 kVArh+ Abs,0.26 kVArh- Abs,0.03 kVAh Abs,-1,1,2
27299286,11-06-2023 20:30,232.13 V,233.91 V,234.24 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 21:00,231.46 V,233.93 V,233.84 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 21:30,231.17 V,233.1 V,232.99 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 22:00,230.53 V,232.07 V,232.32 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 22:30,229.19 V,231.8 V,232.64 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,11-06-2023 23:00,228.53 V,231.31 V,231.67 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,11-06-2023 23:30,228.85 V,232.02 V,232.97 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,12-06-2023 00:00,228.39 V,231.94 V,233.29 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,12-06-2023 00:30,229.33 V,232.32 V,234.16 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,12-06-2023 01:00,230.29 V,233.19 V,234.97 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,12-06-2023 01:30,231.11 V,234.12 V,235.85 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
